Nu,P,um,Fluid,SAT,Q,Re,dd,H,dn,Pr,At,mio,k,rho
18.2512043,236657.7297,12.61837234,Water,Pressure,0.005,2.78428,0.000556856,0.254,0.001856187,7,0.00005,0.001,0.6,1000
7.083947368,207000,9.889767439,FC-72,Pressure,0.001500571,2.7573,0.000027,0.005,0.0007,12,0.000049,0.00064,0.057,1680
5.0625,200000,17.2,Water,Pressure,0.00121,2.7225,0.00225,0.4,0.008,7,0.000625,0.001,0.6,1000
9.002933333,2000000,49.6,Water,Pressure,0.00522,2.7144,0.00052,0.2,0.008,7,0.000625,0.001,0.6,1000
8.32608,1000000,36.1,Water,Pressure,0.00305,2.5193,0.000826,0.3,0.008,7,0.000625,0.001,0.6,1000
8.09843,239061,12.02630055,Water,Pressure,0.00275,2.484726064,0.000813183,0.03,0.00061,7,0.001963,0.0009,0.6,1000
22.34063333,272000,15.16047493,Water,Pressure,0.018027211,2.478741497,0.00055,0.0033,0.0007,7,0.000049,0.001,0.6,1000
14.02545833,136000,10.72007463,Water,Pressure,0.018027211,2.478741497,0.00055,0.0033,0.0007,7,0.000049,0.001,0.6,1000
11.88472603,1921582.144,20.48524538,HFE-7100,Pressure,0.00425342,2.468102921,0.00006,0.005,0.00015,6,0.000625,0.00038,0.073,1470
11.0025696,550000,19.89974874,Water,Pressure,0.036,2.448,0.000068,0.00866,0.0003,7,0.0001,0.001,0.6,1000
14.10128797,231067.4054,12.46844619,Water,Pressure,0.005,2.4467,0.00048934,0.254,0.001631133,7,0.00005,0.001,0.6,1000
7.421975,2000000,49.6,Water,Pressure,0.00352,2.4112,0.000685,0.4,0.008,7,0.000625,0.001,0.6,1000
10.84861644,1857439.918,19.57170421,HFE-7100,Pressure,0.00404046,2.344530079,0.00006,0.005,0.00015,6,0.000625,0.00038,0.073,1470
7.91965,239061,12.02630055,Water,Pressure,0.00275,2.278366678,0.000745647,0.03,0.00061,7,0.001963,0.0009,0.6,1000
19.49,272000,15.16047493,Water,Pressure,0.018027211,2.253401361,0.0005,0.005,0.0007,7,0.000049,0.001,0.6,1000
11.74866667,136000,10.72007463,Water,Pressure,0.018027211,2.253401361,0.0005,0.005,0.0007,7,0.000049,0.001,0.6,1000
10.56336699,500000,18.97366596,Water,Pressure,0.03,2.25,0.000075,0.00866,0.0003,7,0.0001,0.001,0.6,1000
10.54975198,550000,19.89974874,Water,Pressure,0.033,2.244,0.000068,0.00866,0.0003,7,0.0001,0.001,0.6,1000
14.29662,2434719.954,26.82932724,HFE-7000,Pressure,0.00469387,2.190472667,0.00006,0.005,0.00015,8,0.000625,0.00045,0.075,1400
13.13127309,228272.2432,12.39280296,Water,Pressure,0.005,2.15088,0.000430176,0.254,0.00143392,7,0.00005,0.001,0.6,1000
5.936866667,200000,17.2,Water,Pressure,0.00124,2.1328,0.00172,0.3,0.008,7,0.000625,0.001,0.6,1000
7.54681,1000000,36.1,Water,Pressure,0.00343,2.11974,0.000618,0.2,0.008,7,0.000625,0.001,0.6,1000
5.64075,500000,26.2,Water,Pressure,0.00157,2.1195,0.00135,0.4,0.008,7,0.000625,0.001,0.6,1000
9.629671233,1793297.692,18.74042394,HFE-7100,Pressure,0.0036442,2.114595,0.00006,0.005,0.00015,6,0.000625,0.00038,0.073,1470
7.68693,239061,12.02630055,Water,Pressure,0.00275,2.104249214,0.000688663,0.03,0.00061,7,0.001963,0.0009,0.6,1000
13.76272,2370577.728,26.12248568,HFE-7000,Pressure,0.0044498,2.076573333,0.00006,0.005,0.00015,8,0.000625,0.00045,0.075,1400
17.59561333,272000,15.16047493,Water,Pressure,0.018027211,2.073129252,0.00046,0.007,0.0007,7,0.000049,0.001,0.6,1000
9.468103333,136000,10.72007463,Water,Pressure,0.018027211,2.073129252,0.00046,0.007,0.0007,7,0.000049,0.001,0.6,1000
10.03925534,500000,18.97366596,Water,Pressure,0.027,2.025,0.000075,0.00866,0.0003,7,0.0001,0.001,0.6,1000
7.63013,239061,12.02630055,Water,Pressure,0.00275,2.01499312,0.000659452,0.03,0.00061,7,0.001963,0.0009,0.6,1000
13.91179913,225477.0811,12.31669518,Water,Pressure,0.005,2.00268,0.000400536,0.254,0.00133512,7,0.00005,0.001,0.6,1000
13.34746,2306435.502,25.57960715,HFE-7000,Pressure,0.00426677,1.991159333,0.00006,0.005,0.00015,8,0.000625,0.00045,0.075,1400
11.8796203,222681.9189,12.24011418,Water,Pressure,0.005,1.9736,0.00039472,0.254,0.001315733,7,0.00005,0.001,0.6,1000
8.959253425,1729155.466,17.60281355,HFE-7100,Pressure,0.00335439,1.946428934,0.00006,0.005,0.00015,6,0.000625,0.00038,0.073,1470
4.353,200000,17.2,Water,Pressure,0.00215,1.935,0.0009,0.1,0.008,7,0.000625,0.001,0.6,1000
6.229566667,2000000,49.6,Water,Pressure,0.0052,1.924,0.00037,0.1,0.008,7,0.000625,0.001,0.6,1000
12.87288,2242293.275,24.83704006,HFE-7000,Pressure,0.00402264,1.877232,0.00006,0.005,0.00015,8,0.000625,0.00045,0.075,1400
9.654217674,500000,18.97366596,Water,Pressure,0.0249,1.8675,0.000075,0.00866,0.0003,7,0.0001,0.001,0.6,1000
9.494245498,450000,18,Water,Pressure,0.022,1.804,0.000082,0.00866,0.0003,7,0.0001,0.001,0.6,1000
7.016316563,182403.69,11.45995885,Water,Pressure,0.0116604,1.789684871,0.000153484,0.023,0.00051,7,0.000314,0.001,0.6,1000
5.371753333,1000000,36.1,Water,Pressure,0.00214,1.76764,0.000826,0.4,0.008,7,0.000625,0.001,0.6,1000
9.425464602,896000,28.14306435,PSF-3,Pressure,0.07,1.75260223,0.000025,0.004,0.00015,47,0.000049,0.00269,0.113,898
7.25464,689000,27.11799916,PAO-2,Pressure,0.121020408,1.745812581,0.000028,0.004,0.00015,76,0.000049,0.00461,0.14,791.7
6.786832397,182403.69,11.45995885,Water,Pressure,0.011366,1.744499181,0.000153484,0.023,0.00051,7,0.000314,0.001,0.6,1000
9.507780822,1665013.239,16.3826904,HFE-7100,Pressure,0.00295625,1.715402961,0.00006,0.005,0.00015,6,0.000625,0.00038,0.073,1470
12.04238,2178151.049,23.72943026,HFE-7000,Pressure,0.00367186,1.713534667,0.00006,0.005,0.00015,8,0.000625,0.00045,0.075,1400
6.557348232,182403.69,11.45995885,Water,Pressure,0.0110717,1.699328839,0.000153484,0.023,0.00051,7,0.000314,0.001,0.6,1000
9.447030387,219886.7568,12.16305101,Water,Pressure,0.005,1.6855,0.0003371,0.254,0.001123667,7,0.00005,0.001,0.6,1000
7.385714286,896000,30.92445374,PAO-2,Pressure,0.130204082,1.677048342,0.000025,0.004,0.00015,76,0.000049,0.00461,0.14,791.7
14.28413158,1600871.013,19.16219242,FC-72,Pressure,0.0042542,1.67509125,0.00006,0.005,0.00015,12,0.000625,0.00064,0.057,1680
6.404350261,182403.69,11.45995885,Water,Pressure,0.0108,1.657627235,0.000153484,0.023,0.00051,7,0.000314,0.001,0.6,1000
9.067087157,450000,18,Water,Pressure,0.02,1.64,0.000082,0.00866,0.0003,7,0.0001,0.001,0.6,1000
6.386279646,689000,24.67896772,PSF-3,Pressure,0.057755102,1.619547531,0.000028,0.004,0.00015,47,0.000049,0.00269,0.113,898
5.309025,500000,26.2,Water,Pressure,0.00251,1.60389,0.000639,0.1,0.008,7,0.000625,0.001,0.6,1000
6.46,500000,26.2,Water,Pressure,0.00157,1.6014,0.00102,0.3,0.008,7,0.000625,0.001,0.6,1000
6.236055052,182403.69,11.45995885,Water,Pressure,0.0103472,1.588129678,0.000153484,0.023,0.00051,7,0.000314,0.001,0.6,1000
12.64494737,1536728.787,18.30765291,FC-72,Pressure,0.00401091,1.579295813,0.00006,0.005,0.00015,12,0.000625,0.00064,0.057,1680
11.5678,2114008.823,22.72155649,HFE-7000,Pressure,0.00336657,1.571066,0.00006,0.005,0.00015,8,0.000625,0.00045,0.075,1400
8.92230553,217091.5946,12.08549647,Water,Pressure,0.005,1.569,0.0003138,0.254,0.001046,7,0.00005,0.001,0.6,1000
7.2852,2000000,49.6,Water,Pressure,0.00301,1.5652,0.00052,0.3,0.008,7,0.000625,0.001,0.6,1000
4.621275,1000000,36.1,Water,Pressure,0.00355,1.55135,0.000437,0.1,0.008,7,0.000625,0.001,0.6,1000
6.4952,200000,17.2,Water,Pressure,0.0011,1.518,0.00138,0.2,0.008,7,0.000625,0.001,0.6,1000
5.954776517,196133,11.88342375,Water,Pressure,0.00998491,1.503987949,0.000150626,0.022,0.00051,7,0.000314,0.001,0.6,1000
8.640304621,450000,18,Water,Pressure,0.0181,1.4842,0.000082,0.00866,0.0003,7,0.0001,0.001,0.6,1000
9.185017892,214296.4324,12.00744102,Water,Pressure,0.005,1.46081,0.000292162,0.254,0.000973873,7,0.00005,0.001,0.6,1000
5.774602609,196133,11.88342375,Water,Pressure,0.00969057,1.459652666,0.000150626,0.022,0.00051,7,0.000314,0.001,0.6,1000
2.438641667,300000,15.18683641,Water,Gas,0.0291623,1.458115,0.00005,0.015,0.0001,7,0.00113411,0.001,0.6,1000
12.80107895,1472586.561,17.53006141,FC-72,Pressure,0.00367439,1.446791063,0.00006,0.005,0.00015,12,0.000625,0.00064,0.057,1680
6.3624,483000,22.70500477,PAO-2,Pressure,0.1,1.442577007,0.000028,0.004,0.00015,76,0.000049,0.00461,0.14,791.7
11.74853906,1280159.882,19.22681011,FC-74,Pressure,0.0042704,1.435178734,0.00006,0.005,0.00015,13,0.000625,0.00079,0.064,1770
3.124666667,200000,17.2,Water,Pressure,0.00082,1.4104,0.00172,0.4,0.008,7,0.000625,0.001,0.6,1000
5.654478303,196133,11.88342375,Water,Pressure,0.00935094,1.408495527,0.000150626,0.022,0.00051,7,0.000314,0.001,0.6,1000
8.392147668,400000,16.97056275,Water,Pressure,0.0157,1.3973,0.000089,0.00866,0.0003,7,0.0001,0.001,0.6,1000
5.486017699,483000,20.66288432,PSF-3,Pressure,0.049795918,1.396359002,0.000028,0.004,0.00015,47,0.000049,0.00269,0.113,898
10.44068,2049866.597,21.34227719,HFE-7000,Pressure,0.00297025,1.386116667,0.00006,0.005,0.00015,8,0.000625,0.00045,0.075,1400
5.474304395,196133,11.88342375,Water,Pressure,0.00907925,1.367571925,0.000150626,0.022,0.00051,7,0.000314,0.001,0.6,1000
5.41006,112234,8.240240895,Water,Pressure,0.00188,1.35342742,0.000647917,0.03,0.00051,7,0.001963,0.0009,0.6,1000
11.05335938,1216017.656,18.66866251,FC-74,Pressure,0.0040264,1.353176203,0.00006,0.005,0.00015,13,0.000625,0.00079,0.064,1770
5.338135,500000,26.2,Water,Pressure,0.00171,1.33551,0.000781,0.2,0.008,7,0.000625,0.001,0.6,1000
11.23997368,1408444.334,16.46592433,FC-72,Pressure,0.00336988,1.32689025,0.00006,0.005,0.00015,12,0.000625,0.00064,0.057,1680
1.989866667,258000,14.0836927,Water,Gas,0.0264885,1.324425,0.00005,0.015,0.0001,7,0.00113411,0.001,0.6,1000
5.288666667,2000000,49.6,Water,Pressure,0.0033,1.32,0.0004,0.2,0.008,7,0.000625,0.001,0.6,1000
5.106457532,215746.3,12.46343997,Water,Pressure,0.00883019,1.297626018,0.000146953,0.02,0.00051,7,0.000314,0.001,0.6,1000
5.21178,112234,8.240240895,Water,Pressure,0.00188,1.268156898,0.000607096,0.03,0.00051,7,0.001963,0.0009,0.6,1000
4.959969532,215746.3,12.46343997,Water,Pressure,0.00853585,1.254371768,0.000146953,0.02,0.00051,7,0.000314,0.001,0.6,1000
10.70578125,1151875.429,17.836132,FC-74,Pressure,0.00372091,1.250508361,0.00006,0.005,0.00015,13,0.000625,0.00079,0.064,1770
7.940236283,400000,16.97056275,Water,Pressure,0.014,1.246,0.000089,0.00866,0.0003,7,0.0001,0.001,0.6,1000
20.33698333,272000,15.16047493,Water,Pressure,0.009013605,1.239370748,0.00055,0.0033,0.0007,7,0.000049,0.001,0.6,1000
9.4171,136000,10.72007463,Water,Pressure,0.009013605,1.239370748,0.00055,0.0033,0.0007,7,0.000049,0.001,0.6,1000
9.3245246,211501.2703,11.92887483,Water,Pressure,0.005,1.23047,0.000246094,0.254,0.000820313,7,0.00005,0.001,0.6,1000
4.842774234,215746.3,12.46343997,Water,Pressure,0.00824151,1.211117519,0.000146953,0.02,0.00051,7,0.000314,0.001,0.6,1000
10.38136,1985724.37,19.86295649,HFE-7000,Pressure,0.00257276,1.200621333,0.00006,0.005,0.00015,8,0.000625,0.00045,0.075,1400
7.963401035,205910.9459,11.77016926,Water,Pressure,0.005,1.17841,0.000235682,0.254,0.000785607,7,0.00005,0.001,0.6,1000
5.316801429,345000,19.18923138,PAO-2,Pressure,0.084693878,1.178139603,0.000027,0.004,0.00015,76,0.000049,0.00461,0.14,791.7
4.94624,112234,8.240240895,Water,Pressure,0.00188,1.171176833,0.00056067,0.03,0.00051,7,0.001963,0.0009,0.6,1000
3.513966372,345000,17.4633246,PSF-3,Pressure,0.043265306,1.169900311,0.000027,0.004,0.00015,47,0.000049,0.00269,0.113,898
11.00578947,1344302.108,15.32460364,FC-72,Pressure,0.00295723,1.164409313,0.00006,0.005,0.00015,12,0.000625,0.00064,0.057,1680
1.830941667,258000,14.0836927,Water,Gas,0.0231026,1.15513,0.00005,0.015,0.0001,7,0.00113411,0.001,0.6,1000
6.11099,1000000,36.1,Water,Pressure,0.00186,1.14948,0.000618,0.3,0.008,7,0.000625,0.001,0.6,1000
8.93396997,208706.1081,11.84978774,Water,Pressure,0.005,1.14545,0.00022909,0.254,0.000763633,7,0.00005,0.001,0.6,1000
9.017238938,1729400,46.4084488,PSF-3,Pressure,0.028367347,1.136381155,0.00004,0.004,0.00015,47,0.000049,0.00269,0.113,898
9.80203125,1087733.203,17.07856769,FC-74,Pressure,0.00337007,1.132599475,0.00006,0.005,0.00015,13,0.000625,0.00079,0.064,1770
17.94175,272000,15.16047493,Water,Pressure,0.009013605,1.12670068,0.0005,0.005,0.0007,7,0.000049,0.001,0.6,1000
6.375225,136000,10.72007463,Water,Pressure,0.009013605,1.12670068,0.0005,0.005,0.0007,7,0.000049,0.001,0.6,1000
3.789073333,1000000,36.1,Water,Pressure,0.00225,1.12275,0.000499,0.2,0.008,7,0.000625,0.001,0.6,1000
2.327725,293000,15.00861086,Water,Gas,0.0221914,1.10957,0.00005,0.015,0.0001,7,0.00113411,0.001,0.6,1000
4.58978,112234,8.240240895,Water,Pressure,0.00188,1.105239981,0.000529104,0.03,0.00051,7,0.001963,0.0009,0.6,1000
5.577,2000000,49.6,Water,Pressure,0.00211,1.0972,0.00052,0.4,0.008,7,0.000625,0.001,0.6,1000
7.740231126,200320.6216,11.6092943,Water,Pressure,0.005,1.09702,0.000219404,0.254,0.000731347,7,0.00005,0.001,0.6,1000
4.807525714,1385000,42.98504367,PAO-2,Pressure,0.091428571,1.083404772,0.000023,0.004,0.00015,76,0.000049,0.00461,0.14,791.7
6.900537213,197525.4595,11.52801497,Water,Pressure,0.005,1.08119,0.000216238,0.254,0.000720793,7,0.00005,0.001,0.6,1000
7.370519963,400000,16.97056275,Water,Pressure,0.012,1.068,0.000089,0.00866,0.0003,7,0.0001,0.001,0.6,1000
4.445588571,1212800,38.98005909,PAO-2,Pressure,0.076122449,1.058906198,0.000027,0.004,0.00015,76,0.000049,0.00461,0.14,791.7
4.32323,112234,8.240240895,Water,Pressure,0.00188,1.050612237,0.000502953,0.03,0.00051,7,0.001963,0.0009,0.6,1000
5.041663571,1557200,46.99002825,PAO-2,Pressure,0.107142857,1.048812364,0.000019,0.004,0.00015,76,0.000049,0.00461,0.14,791.7
4.30675601,294199.5,14.55416229,Water,Pressure,0.00772075,1.047012956,0.00013561,0.02,0.00051,7,0.000314,0.001,0.6,1000
16.00363,272000,15.16047493,Water,Pressure,0.009013605,1.036564626,0.00046,0.007,0.0007,7,0.000049,0.001,0.6,1000
4.189434667,136000,10.72007463,Water,Pressure,0.009013605,1.036564626,0.00046,0.007,0.0007,7,0.000049,0.001,0.6,1000
8.327045133,1557200,42.76367823,PSF-3,Pressure,0.023877551,1.028261437,0.000043,0.004,0.00015,47,0.000049,0.00269,0.113,898
3.92234,112234,8.240240895,Water,Pressure,0.00188,1.020459095,0.000488518,0.03,0.00051,7,0.001963,0.0009,0.6,1000
4.08,500000,26.2,Water,Pressure,0.001,1.02,0.00102,0.4,0.008,7,0.000625,0.001,0.6,1000
5.389725714,1729400,50.99501284,PAO-2,Pressure,0.122857143,1.012747939,0.000016,0.004,0.00015,76,0.000049,0.00461,0.14,791.7
7.52373911,203115.7838,11.69000853,Water,Pressure,0.005,1.00675,0.00020135,0.254,0.000671167,7,0.00005,0.001,0.6,1000
6.424336429,194730.2973,11.44615848,Water,Pressure,0.005,1.00642,0.000201284,0.254,0.000670947,7,0.00005,0.001,0.6,1000
4.158059354,294199.5,14.55416229,Water,Pressure,0.00731321,0.991746349,0.00013561,0.018,0.00051,7,0.000314,0.001,0.6,1000
9.106851563,999740,16.04183788,FC-74,Pressure,0.00294258,0.988930367,0.00006,0.005,0.00015,13,0.000625,0.00079,0.064,1770
2.948877876,207000,13.52703307,PSF-3,Pressure,0.036122449,0.976756392,0.000027,0.004,0.00015,47,0.000049,0.00269,0.113,898
6.875309735,1385000,39.11890766,PSF-3,Pressure,0.020612245,0.970216069,0.000047,0.004,0.00015,47,0.000049,0.00269,0.113,898
3.657,200000,17.2,Water,Pressure,0.0007,0.966,0.00138,0.3,0.008,7,0.000625,0.001,0.6,1000
4.049932769,294199.5,14.55416229,Water,Pressure,0.00704151,0.954901039,0.00013561,0.018,0.00051,7,0.000314,0.001,0.6,1000
4.032771429,1040600,34.9750745,PAO-2,Pressure,0.059795918,0.92421661,0.00003,0.004,0.00015,76,0.000049,0.00461,0.14,791.7
4.6629,207000,14.86391471,PAO-2,Pressure,0.066122449,0.919800558,0.000027,0.004,0.00015,76,0.000049,0.00461,0.14,791.7
1.665458333,258000,14.0836927,Water,Gas,0.0183126,0.91563,0.00005,0.015,0.0001,7,0.00113411,0.001,0.6,1000
8.620242188,947755.914,14.92991235,FC-74,Pressure,0.00256077,0.860613209,0.00006,0.005,0.00015,13,0.000625,0.00079,0.064,1770
3.708939118,392266,16.80569903,Water,Pressure,0.00672453,0.846438421,0.000125873,0.018,0.00051,7,0.000314,0.001,0.6,1000
5.768867257,1212800,35.47413709,PSF-3,Pressure,0.016326531,0.833891207,0.000051,0.004,0.00015,47,0.000049,0.00269,0.113,898
6.617412081,191935.1351,11.36371237,Water,Pressure,0.005,0.812156,0.000162431,0.254,0.000541437,7,0.00005,0.001,0.6,1000
4.122666667,2000000,49.6,Water,Pressure,0.00201,0.804,0.0004,0.3,0.008,7,0.000625,0.001,0.6,1000
3.58346447,392266,16.80569903,Water,Pressure,0.00629434,0.792289009,0.000125873,0.018,0.00051,7,0.000314,0.001,0.6,1000
3.560058333,500000,26.2,Water,Pressure,0.001,0.781,0.000781,0.3,0.008,7,0.000625,0.001,0.6,1000
6.431218449,189139.973,11.28066371,Water,Pressure,0.005,0.778001,0.0001556,0.254,0.000518667,7,0.00005,0.001,0.6,1000
1.478608333,224000,13.1229265,Water,Gas,0.0153292,0.76646,0.00005,0.015,0.0001,7,0.00113411,0.001,0.6,1000
3.0525,200000,17.2,Water,Pressure,0.00085,0.765,0.0009,0.2,0.008,7,0.000625,0.001,0.6,1000
3.93769,1000000,36.1,Water,Pressure,0.00123,0.76014,0.000618,0.4,0.008,7,0.000625,0.001,0.6,1000
4.409201062,1040600,31.82936652,PSF-3,Pressure,0.01244898,0.723114483,0.000058,0.004,0.00015,47,0.000049,0.00269,0.113,898
5.988086353,186344.8108,11.19699909,Water,Pressure,0.005,0.703782,0.000140756,0.254,0.000469188,7,0.00005,0.001,0.6,1000
3.025366667,2000000,49.6,Water,Pressure,0.00184,0.6808,0.00037,0.2,0.008,7,0.000625,0.001,0.6,1000
3.048473354,490332.5,18.78934272,Water,Pressure,0.00590943,0.667863962,0.000113017,0.018,0.00047,7,0.000314,0.001,0.6,1000
1.328366667,224000,13.1229265,Water,Gas,0.0131876,0.65938,0.00005,0.015,0.0001,7,0.00113411,0.001,0.6,1000
5.575165158,183549.6486,11.1127046,Water,Pressure,0.005,0.645813,0.000129163,0.254,0.000430542,7,0.00005,0.001,0.6,1000
4.970363916,180754.4865,11.0277658,Water,Pressure,0.005,0.636491,0.000127298,0.254,0.000424327,7,0.00005,0.001,0.6,1000
2.493336667,1000000,36.1,Water,Pressure,0.00125,0.62375,0.000499,0.3,0.008,7,0.000625,0.001,0.6,1000
2.890758624,490332.5,18.78934272,Water,Pressure,0.00550189,0.621805158,0.000113017,0.018,0.00047,7,0.000314,0.001,0.6,1000
2.5139,200000,17.2,Water,Pressure,0.00045,0.621,0.00138,0.4,0.008,7,0.000625,0.001,0.6,1000
3.213333333,2000000,49.6,Water,Pressure,0.00151,0.604,0.0004,0.4,0.008,7,0.000625,0.001,0.6,1000
4.971851133,177959.3243,10.94216767,Water,Pressure,0.005,0.592566,0.000118513,0.254,0.000395044,7,0.00005,0.001,0.6,1000
2.778099863,490332.5,18.78934272,Water,Pressure,0.00520755,0.588539838,0.000113017,0.018,0.00047,7,0.000314,0.001,0.6,1000
1.207616667,224000,13.1229265,Water,Gas,0.0116596,0.58298,0.00005,0.015,0.0001,7,0.00113411,0.001,0.6,1000
2.465475,500000,26.2,Water,Pressure,0.00087,0.55593,0.000639,0.2,0.008,7,0.000625,0.001,0.6,1000
2.811366667,1000000,36.1,Water,Pressure,0.00123,0.53751,0.000437,0.2,0.008,7,0.000625,0.001,0.6,1000
4.370840834,172369,10.76893046,Water,Pressure,0.005,0.535972,0.000107194,0.254,0.000357315,7,0.00005,0.001,0.6,1000
5.542200865,400000,15,Water,Pressure,0.00246,0.52770444,0.000214514,0.0100037,0.00064,7,0.0019635,0.001,0.6,1000
4.974504793,175164.1622,10.85589463,Water,Pressure,0.005,0.520998,0.0001042,0.254,0.000347332,7,0.00005,0.001,0.6,1000
5.535075384,400000,15,Water,Pressure,0.00246,0.5165385,0.000209975,0.0130909,0.00064,7,0.0019635,0.001,0.6,1000
1.111091667,307000,15.3629945,Water,Gas,0.010309,0.51545,0.00005,0.015,0.0001,7,0.00113411,0.001,0.6,1000
6.61167005,400000,15,Water,Pressure,0.00246,0.50537256,0.000205436,0.029974,0.00064,7,0.0019635,0.001,0.6,1000
6.449002502,400000,15,Water,Pressure,0.00246,0.5019384,0.00020404,0.028141,0.00064,7,0.0019635,0.001,0.6,1000
5.703241332,400000,15,Water,Pressure,0.00246,0.49850178,0.000202643,0.0150204,0.00064,7,0.0019635,0.001,0.6,1000
1.883675,293000,15.00861086,Water,Gas,0.00991081,0.4955405,0.00005,0.019,0.0001,7,0.00113411,0.001,0.6,1000
4.953934664,300000,13.3,Water,Pressure,0.002181,0.494504673,0.000226733,0.0101002,0.00064,7,0.0019635,0.001,0.6,1000
6.212109904,400000,15,Water,Pressure,0.00246,0.492492,0.0002002,0.025102,0.00064,7,0.0019635,0.001,0.6,1000
6.022882241,400000,15,Water,Pressure,0.00246,0.48991392,0.000199152,0.0231243,0.00064,7,0.0019635,0.001,0.6,1000
4.994655855,300000,13.3,Water,Pressure,0.002181,0.489174309,0.000224289,0.0129462,0.00064,7,0.0019635,0.001,0.6,1000
5.876895764,400000,15,Water,Pressure,0.00246,0.4873383,0.000198105,0.0201336,0.00064,7,0.0019635,0.001,0.6,1000
5.669051922,400000,15,Water,Pressure,0.00246,0.4873383,0.000198105,0.0180111,0.00064,7,0.0019635,0.001,0.6,1000
2.33887833,735498.75,23.01215114,Water,Pressure,0.00477736,0.486096786,0.00010175,0.018,0.00047,7,0.000314,0.001,0.6,1000
5.731605168,300000,13.3,Water,Pressure,0.002181,0.483843945,0.000221845,0.0279963,0.00064,7,0.0019635,0.001,0.6,1000
5.838776317,300000,13.3,Water,Pressure,0.002181,0.483082776,0.000221496,0.0301187,0.00064,7,0.0019635,0.001,0.6,1000
5.56274933,300000,13.3,Water,Pressure,0.002181,0.482321607,0.000221147,0.0250056,0.00064,7,0.0019635,0.001,0.6,1000
1.828841667,500000,26.2,Water,Pressure,0.00061,0.47641,0.000781,0.4,0.008,7,0.000625,0.001,0.6,1000
1.500175,300000,15.18683641,Water,Gas,0.0095067,0.475335,0.00005,0.019,0.0001,7,0.00113411,0.001,0.6,1000
5.417849621,300000,13.3,Water,Pressure,0.002181,0.474707736,0.000217656,0.0229796,0.00064,7,0.0019635,0.001,0.6,1000
4.986006951,300000,13.3,Water,Pressure,0.002181,0.471660879,0.000216259,0.0150686,0.00064,7,0.0019635,0.001,0.6,1000
5.238468875,300000,13.3,Water,Pressure,0.002181,0.47089971,0.00021591,0.0198924,0.00064,7,0.0019635,0.001,0.6,1000
5.071693341,300000,13.3,Water,Pressure,0.002181,0.470138541,0.000215561,0.0180594,0.00064,7,0.0019635,0.001,0.6,1000
2.29843902,686465.5,22.23185013,Water,Pressure,0.00450566,0.466717056,0.000103585,0.015,0.00047,7,0.000314,0.001,0.6,1000
2.21057,1000000,36.1,Water,Pressure,0.00091,0.45409,0.000499,0.4,0.008,7,0.000625,0.001,0.6,1000
1.269483333,258000,14.0836927,Water,Gas,0.00795682,0.397841,0.00005,0.019,0.0001,7,0.00113411,0.001,0.6,1000
2.049640269,686465.5,22.23185013,Water,Pressure,0.00405283,0.397586623,9.81E-05,0.015,0.00043,7,0.000314,0.001,0.6,1000
2.2485,200000,17.2,Water,Pressure,0.00044,0.396,0.0009,0.3,0.008,7,0.000625,0.001,0.6,1000
1.672933333,293000,15.00861086,Water,Gas,0.00774885,0.3874425,0.00005,0.019,0.0001,7,0.00113411,0.001,0.6,1000
2.068916667,2000000,49.6,Water,Pressure,0.00103,0.3811,0.00037,0.3,0.008,7,0.000625,0.001,0.6,1000
7.050184615,908772.6417,18.80650121,FC-40,Pressure,0.00425938,0.347640574,0.00006,0.005,0.00015,57,0.000625,0.0034,0.065,1850
1.036308333,258000,14.0836927,Water,Gas,0.00665891,0.3329455,0.00005,0.019,0.0001,7,0.00113411,0.001,0.6,1000
6.844846154,856775.7764,18.26055502,FC-40,Pressure,0.00399964,0.326441206,0.00006,0.005,0.00015,57,0.000625,0.0034,0.065,1850
1.7458722,400000,16.97056275,Water,Pressure,0.002955,0.31914,0.000108,0.0235238,0.0004,7,0.0009,0.001,0.6,1000
1.7291826,400000,16.97056275,Water,Pressure,0.002955,0.31914,0.000108,0.0209524,0.0004,7,0.0009,0.001,0.6,1000
1.7068914,400000,16.97056275,Water,Pressure,0.002955,0.31914,0.000108,0.0177143,0.0004,7,0.0009,0.001,0.6,1000
1.6709634,400000,16.97056275,Water,Pressure,0.002955,0.31914,0.000108,0.0259048,0.0004,7,0.0009,0.001,0.6,1000
1.6157088,400000,16.97056275,Water,Pressure,0.002955,0.31914,0.000108,0.0153333,0.0004,7,0.0009,0.001,0.6,1000
1.5672186,400000,16.97056275,Water,Pressure,0.002955,0.31914,0.000108,0.0293333,0.0004,7,0.0009,0.001,0.6,1000
1.520946,400000,16.97056275,Water,Pressure,0.002955,0.31914,0.000108,0.0317143,0.0004,7,0.0009,0.001,0.6,1000
1.5130548,400000,16.97056275,Water,Pressure,0.002955,0.31914,0.000108,0.0130476,0.0004,7,0.0009,0.001,0.6,1000
1.4457816,400000,16.97056275,Water,Pressure,0.002955,0.31914,0.000108,0.0354286,0.0004,7,0.0009,0.001,0.6,1000
1.578272306,600000,22.5166605,Water,Pressure,0.00324963,0.315823207,9.72E-05,0.0171698,0.0004,7,0.0009,0.001,0.6,1000
1.537639854,600000,22.5166605,Water,Pressure,0.00324963,0.315823207,9.72E-05,0.0190566,0.0004,7,0.0009,0.001,0.6,1000
