Nu,P,um,Fluid,SAT,Q,Re,dd,H,dn,Pr,At,mio,k,rho
7.421975,2000000,49.6,Water,Pressure,0.352,2.4112,0.685,0.4,8,7,0.000625,0.001,0.6,10
10.84861644,1857439.918,19.57170421,HFE-7100,Pressure,0.404046,2.344530079,0.06,0.005,0.15,6,0.000625,0.00038,0.073,14.7
7.91965,239061,12.02630055,Water,Pressure,0.275,2.278366678,0.745647,0.03,0.61,7,0.001963,0.0009,0.6,10
19.49,272000,15.16047493,Water,Pressure,1.8027211,2.253401361,0.5,0.005,0.7,7,4.90E-05,0.001,0.6,10
11.74866667,136000,10.72007463,Water,Pressure,1.8027211,2.253401361,0.5,0.005,0.7,7,4.90E-05,0.001,0.6,10
10.56336699,500000,18.97366596,Water,Pressure,3,2.25,0.075,0.00866,0.3,7,0.0001,0.001,0.6,10
10.54975198,550000,19.89974874,Water,Pressure,3.3,2.244,0.068,0.00866,0.3,7,0.0001,0.001,0.6,10
14.29662,2434719.954,26.82932724,HFE-7000,Pressure,0.469387,2.190472667,0.06,0.005,0.15,8,0.000625,0.00045,0.075,14
13.13127309,228272.2432,12.39280296,Water,Pressure,0.5,2.15088,0.430176,0.254,1.43392,7,5.00E-05,0.001,0.6,10
5.936866667,200000,17.2,Water,Pressure,0.124,2.1328,1.72,0.3,8,7,0.000625,0.001,0.6,10
7.54681,1000000,36.1,Water,Pressure,0.343,2.11974,0.618,0.2,8,7,0.000625,0.001,0.6,10
5.64075,500000,26.2,Water,Pressure,0.157,2.1195,1.35,0.4,8,7,0.000625,0.001,0.6,10
9.629671233,1793297.692,18.74042394,HFE-7100,Pressure,0.36442,2.114595,0.06,0.005,0.15,6,0.000625,0.00038,0.073,14.7
7.68693,239061,12.02630055,Water,Pressure,0.275,2.104249214,0.688663,0.03,0.61,7,0.001963,0.0009,0.6,10
13.76272,2370577.728,26.12248568,HFE-7000,Pressure,0.44498,2.076573333,0.06,0.005,0.15,8,0.000625,0.00045,0.075,14
17.59561333,272000,15.16047493,Water,Pressure,1.8027211,2.073129252,0.46,0.007,0.7,7,4.90E-05,0.001,0.6,10
9.468103333,136000,10.72007463,Water,Pressure,1.8027211,2.073129252,0.46,0.007,0.7,7,4.90E-05,0.001,0.6,10
10.03925534,500000,18.97366596,Water,Pressure,2.7,2.025,0.075,0.00866,0.3,7,0.0001,0.001,0.6,10
7.63013,239061,12.02630055,Water,Pressure,0.275,2.01499312,0.659452,0.03,0.61,7,0.001963,0.0009,0.6,10
13.91179913,225477.0811,12.31669518,Water,Pressure,0.5,2.00268,0.400536,0.254,1.33512,7,5.00E-05,0.001,0.6,10
13.34746,2306435.502,25.57960715,HFE-7000,Pressure,0.426677,1.991159333,0.06,0.005,0.15,8,0.000625,0.00045,0.075,14
11.8796203,222681.9189,12.24011418,Water,Pressure,0.5,1.9736,0.39472,0.254,1.315733,7,5.00E-05,0.001,0.6,10
8.959253425,1729155.466,17.60281355,HFE-7100,Pressure,0.335439,1.946428934,0.06,0.005,0.15,6,0.000625,0.00038,0.073,14.7
4.353,200000,17.2,Water,Pressure,0.215,1.935,0.9,0.1,8,7,0.000625,0.001,0.6,10
6.229566667,2000000,49.6,Water,Pressure,0.52,1.924,0.37,0.1,8,7,0.000625,0.001,0.6,10
12.87288,2242293.275,24.83704006,HFE-7000,Pressure,0.402264,1.877232,0.06,0.005,0.15,8,0.000625,0.00045,0.075,14
9.654217674,500000,18.97366596,Water,Pressure,2.49,1.8675,0.075,0.00866,0.3,7,0.0001,0.001,0.6,10
9.494245498,450000,18,Water,Pressure,2.2,1.804,0.082,0.00866,0.3,7,0.0001,0.001,0.6,10
7.016316563,182403.69,11.45995885,Water,Pressure,1.16604,1.789684871,0.153484,0.023,0.51,7,0.000314,0.001,0.6,10
5.371753333,1000000,36.1,Water,Pressure,0.214,1.76764,0.826,0.4,8,7,0.000625,0.001,0.6,10
9.425464602,896000,28.14306435,PSF-3,Pressure,7,1.75260223,0.025,0.004,0.15,47,4.90E-05,0.00269,0.113,8.98
7.25464,689000,27.11799916,PAO-2,Pressure,12.1020408,1.745812581,0.028,0.004,0.15,76,4.90E-05,0.00461,0.14,7.917
6.786832397,182403.69,11.45995885,Water,Pressure,1.1366,1.744499181,0.153484,0.023,0.51,7,0.000314,0.001,0.6,10
9.507780822,1665013.239,16.3826904,HFE-7100,Pressure,0.295625,1.715402961,0.06,0.005,0.15,6,0.000625,0.00038,0.073,14.7
12.04238,2178151.049,23.72943026,HFE-7000,Pressure,0.367186,1.713534667,0.06,0.005,0.15,8,0.000625,0.00045,0.075,14
6.557348232,182403.69,11.45995885,Water,Pressure,1.10717,1.699328839,0.153484,0.023,0.51,7,0.000314,0.001,0.6,10
9.447030387,219886.7568,12.16305101,Water,Pressure,0.5,1.6855,0.3371,0.254,1.123667,7,5.00E-05,0.001,0.6,10
7.385714286,896000,30.92445374,PAO-2,Pressure,13.0204082,1.677048342,0.025,0.004,0.15,76,4.90E-05,0.00461,0.14,7.917
14.28413158,1600871.013,19.16219242,FC-72,Pressure,0.42542,1.67509125,0.06,0.005,0.15,12,0.000625,0.00064,0.057,16.8
6.404350261,182403.69,11.45995885,Water,Pressure,1.08,1.657627235,0.153484,0.023,0.51,7,0.000314,0.001,0.6,10
9.067087157,450000,18,Water,Pressure,2,1.64,0.082,0.00866,0.3,7,0.0001,0.001,0.6,10
6.386279646,689000,24.67896772,PSF-3,Pressure,5.7755102,1.619547531,0.028,0.004,0.15,47,4.90E-05,0.00269,0.113,8.98
5.309025,500000,26.2,Water,Pressure,0.251,1.60389,0.639,0.1,8,7,0.000625,0.001,0.6,10
6.46,500000,26.2,Water,Pressure,0.157,1.6014,1.02,0.3,8,7,0.000625,0.001,0.6,10
6.236055052,182403.69,11.45995885,Water,Pressure,1.03472,1.588129678,0.153484,0.023,0.51,7,0.000314,0.001,0.6,10
12.64494737,1536728.787,18.30765291,FC-72,Pressure,0.401091,1.579295813,0.06,0.005,0.15,12,0.000625,0.00064,0.057,16.8
11.5678,2114008.823,22.72155649,HFE-7000,Pressure,0.336657,1.571066,0.06,0.005,0.15,8,0.000625,0.00045,0.075,14
8.92230553,217091.5946,12.08549647,Water,Pressure,0.5,1.569,0.3138,0.254,1.046,7,5.00E-05,0.001,0.6,10
7.2852,2000000,49.6,Water,Pressure,0.301,1.5652,0.52,0.3,8,7,0.000625,0.001,0.6,10
4.621275,1000000,36.1,Water,Pressure,0.355,1.55135,0.437,0.1,8,7,0.000625,0.001,0.6,10
6.4952,200000,17.2,Water,Pressure,0.11,1.518,1.38,0.2,8,7,0.000625,0.001,0.6,10
5.954776517,196133,11.88342375,Water,Pressure,0.998491,1.503987949,0.150626,0.022,0.51,7,0.000314,0.001,0.6,10
8.640304621,450000,18,Water,Pressure,1.81,1.4842,0.082,0.00866,0.3,7,0.0001,0.001,0.6,10
9.185017892,214296.4324,12.00744102,Water,Pressure,0.5,1.46081,0.292162,0.254,0.973873,7,5.00E-05,0.001,0.6,10
5.774602609,196133,11.88342375,Water,Pressure,0.969057,1.459652666,0.150626,0.022,0.51,7,0.000314,0.001,0.6,10
2.438641667,300000,15.18683641,Water,Gas,2.91623,1.458115,0.05,0.015,0.1,7,0.00113411,0.001,0.6,10
12.80107895,1472586.561,17.53006141,FC-72,Pressure,0.367439,1.446791063,0.06,0.005,0.15,12,0.000625,0.00064,0.057,16.8
6.3624,483000,22.70500477,PAO-2,Pressure,10,1.442577007,0.028,0.004,0.15,76,4.90E-05,0.00461,0.14,7.917
11.74853906,1280159.882,19.22681011,FC-74,Pressure,0.42704,1.435178734,0.06,0.005,0.15,13,0.000625,0.00079,0.064,17.7
3.124666667,200000,17.2,Water,Pressure,0.082,1.4104,1.72,0.4,8,7,0.000625,0.001,0.6,10
5.654478303,196133,11.88342375,Water,Pressure,0.935094,1.408495527,0.150626,0.022,0.51,7,0.000314,0.001,0.6,10
8.392147668,400000,16.97056275,Water,Pressure,1.57,1.3973,0.089,0.00866,0.3,7,0.0001,0.001,0.6,10
5.486017699,483000,20.66288432,PSF-3,Pressure,4.9795918,1.396359002,0.028,0.004,0.15,47,4.90E-05,0.00269,0.113,8.98
10.44068,2049866.597,21.34227719,HFE-7000,Pressure,0.297025,1.386116667,0.06,0.005,0.15,8,0.000625,0.00045,0.075,14
5.474304395,196133,11.88342375,Water,Pressure,0.907925,1.367571925,0.150626,0.022,0.51,7,0.000314,0.001,0.6,10
5.41006,112234,8.240240895,Water,Pressure,0.188,1.35342742,0.647917,0.03,0.51,7,0.001963,0.0009,0.6,10
11.05335938,1216017.656,18.66866251,FC-74,Pressure,0.40264,1.353176203,0.06,0.005,0.15,13,0.000625,0.00079,0.064,17.7
5.338135,500000,26.2,Water,Pressure,0.171,1.33551,0.781,0.2,8,7,0.000625,0.001,0.6,10
11.23997368,1408444.334,16.46592433,FC-72,Pressure,0.336988,1.32689025,0.06,0.005,0.15,12,0.000625,0.00064,0.057,16.8
1.989866667,258000,14.0836927,Water,Gas,2.64885,1.324425,0.05,0.015,0.1,7,0.00113411,0.001,0.6,10
5.288666667,2000000,49.6,Water,Pressure,0.33,1.32,0.4,0.2,8,7,0.000625,0.001,0.6,10
5.106457532,215746.3,12.46343997,Water,Pressure,0.883019,1.297626018,0.146953,0.02,0.51,7,0.000314,0.001,0.6,10
5.21178,112234,8.240240895,Water,Pressure,0.188,1.268156898,0.607096,0.03,0.51,7,0.001963,0.0009,0.6,10
4.959969532,215746.3,12.46343997,Water,Pressure,0.853585,1.254371768,0.146953,0.02,0.51,7,0.000314,0.001,0.6,10
10.70578125,1151875.429,17.836132,FC-74,Pressure,0.372091,1.250508361,0.06,0.005,0.15,13,0.000625,0.00079,0.064,17.7
7.940236283,400000,16.97056275,Water,Pressure,1.4,1.246,0.089,0.00866,0.3,7,0.0001,0.001,0.6,10
20.33698333,272000,15.16047493,Water,Pressure,0.9013605,1.239370748,0.55,0.0033,0.7,7,4.90E-05,0.001,0.6,10
9.4171,136000,10.72007463,Water,Pressure,0.9013605,1.239370748,0.55,0.0033,0.7,7,4.90E-05,0.001,0.6,10
9.3245246,211501.2703,11.92887483,Water,Pressure,0.5,1.23047,0.246094,0.254,0.820313,7,5.00E-05,0.001,0.6,10
4.842774234,215746.3,12.46343997,Water,Pressure,0.824151,1.211117519,0.146953,0.02,0.51,7,0.000314,0.001,0.6,10
10.38136,1985724.37,19.86295649,HFE-7000,Pressure,0.257276,1.200621333,0.06,0.005,0.15,8,0.000625,0.00045,0.075,14
7.963401035,205910.9459,11.77016926,Water,Pressure,0.5,1.17841,0.235682,0.254,0.785607,7,5.00E-05,0.001,0.6,10
5.316801429,345000,19.18923138,PAO-2,Pressure,8.4693878,1.178139603,0.027,0.004,0.15,76,4.90E-05,0.00461,0.14,7.917
4.94624,112234,8.240240895,Water,Pressure,0.188,1.171176833,0.56067,0.03,0.51,7,0.001963,0.0009,0.6,10
3.513966372,345000,17.4633246,PSF-3,Pressure,4.3265306,1.169900311,0.027,0.004,0.15,47,4.90E-05,0.00269,0.113,8.98
11.00578947,1344302.108,15.32460364,FC-72,Pressure,0.295723,1.164409313,0.06,0.005,0.15,12,0.000625,0.00064,0.057,16.8
1.830941667,258000,14.0836927,Water,Gas,2.31026,1.15513,0.05,0.015,0.1,7,0.00113411,0.001,0.6,10
6.11099,1000000,36.1,Water,Pressure,0.186,1.14948,0.618,0.3,8,7,0.000625,0.001,0.6,10
8.93396997,208706.1081,11.84978774,Water,Pressure,0.5,1.14545,0.22909,0.254,0.763633,7,5.00E-05,0.001,0.6,10
9.017238938,1729400,46.4084488,PSF-3,Pressure,2.8367347,1.136381155,0.04,0.004,0.15,47,4.90E-05,0.00269,0.113,8.98
9.80203125,1087733.203,17.07856769,FC-74,Pressure,0.337007,1.132599475,0.06,0.005,0.15,13,0.000625,0.00079,0.064,17.7
17.94175,272000,15.16047493,Water,Pressure,0.9013605,1.12670068,0.5,0.005,0.7,7,4.90E-05,0.001,0.6,10
6.375225,136000,10.72007463,Water,Pressure,0.9013605,1.12670068,0.5,0.005,0.7,7,4.90E-05,0.001,0.6,10
3.789073333,1000000,36.1,Water,Pressure,0.225,1.12275,0.499,0.2,8,7,0.000625,0.001,0.6,10
2.327725,293000,15.00861086,Water,Gas,2.21914,1.10957,0.05,0.015,0.1,7,0.00113411,0.001,0.6,10
4.58978,112234,8.240240895,Water,Pressure,0.188,1.105239981,0.529104,0.03,0.51,7,0.001963,0.0009,0.6,10
5.577,2000000,49.6,Water,Pressure,0.211,1.0972,0.52,0.4,8,7,0.000625,0.001,0.6,10
7.740231126,200320.6216,11.6092943,Water,Pressure,0.5,1.09702,0.219404,0.254,0.731347,7,5.00E-05,0.001,0.6,10
4.807525714,1385000,42.98504367,PAO-2,Pressure,9.1428571,1.083404772,0.023,0.004,0.15,76,4.90E-05,0.00461,0.14,7.917
6.900537213,197525.4595,11.52801497,Water,Pressure,0.5,1.08119,0.216238,0.254,0.720793,7,5.00E-05,0.001,0.6,10
7.370519963,400000,16.97056275,Water,Pressure,1.2,1.068,0.089,0.00866,0.3,7,0.0001,0.001,0.6,10
4.445588571,1212800,38.98005909,PAO-2,Pressure,7.6122449,1.058906198,0.027,0.004,0.15,76,4.90E-05,0.00461,0.14,7.917
4.32323,112234,8.240240895,Water,Pressure,0.188,1.050612237,0.502953,0.03,0.51,7,0.001963,0.0009,0.6,10
5.041663571,1557200,46.99002825,PAO-2,Pressure,10.7142857,1.048812364,0.019,0.004,0.15,76,4.90E-05,0.00461,0.14,7.917
4.30675601,294199.5,14.55416229,Water,Pressure,0.772075,1.047012956,0.13561,0.02,0.51,7,0.000314,0.001,0.6,10
16.00363,272000,15.16047493,Water,Pressure,0.9013605,1.036564626,0.46,0.007,0.7,7,4.90E-05,0.001,0.6,10
4.189434667,136000,10.72007463,Water,Pressure,0.9013605,1.036564626,0.46,0.007,0.7,7,4.90E-05,0.001,0.6,10
8.327045133,1557200,42.76367823,PSF-3,Pressure,2.3877551,1.028261437,0.043,0.004,0.15,47,4.90E-05,0.00269,0.113,8.98
3.92234,112234,8.240240895,Water,Pressure,0.188,1.020459095,0.488518,0.03,0.51,7,0.001963,0.0009,0.6,10
4.08,500000,26.2,Water,Pressure,0.1,1.02,1.02,0.4,8,7,0.000625,0.001,0.6,10
5.389725714,1729400,50.99501284,PAO-2,Pressure,12.2857143,1.012747939,0.016,0.004,0.15,76,4.90E-05,0.00461,0.14,7.917
7.52373911,203115.7838,11.69000853,Water,Pressure,0.5,1.00675,0.20135,0.254,0.671167,7,5.00E-05,0.001,0.6,10
6.424336429,194730.2973,11.44615848,Water,Pressure,0.5,1.00642,0.201284,0.254,0.670947,7,5.00E-05,0.001,0.6,10
4.158059354,294199.5,14.55416229,Water,Pressure,0.731321,0.991746349,0.13561,0.018,0.51,7,0.000314,0.001,0.6,10
9.106851563,999740,16.04183788,FC-74,Pressure,0.294258,0.988930367,0.06,0.005,0.15,13,0.000625,0.00079,0.064,17.7
2.948877876,207000,13.52703307,PSF-3,Pressure,3.6122449,0.976756392,0.027,0.004,0.15,47,4.90E-05,0.00269,0.113,8.98
6.875309735,1385000,39.11890766,PSF-3,Pressure,2.0612245,0.970216069,0.047,0.004,0.15,47,4.90E-05,0.00269,0.113,8.98
3.657,200000,17.2,Water,Pressure,0.07,0.966,1.38,0.3,8,7,0.000625,0.001,0.6,10
4.049932769,294199.5,14.55416229,Water,Pressure,0.704151,0.954901039,0.13561,0.018,0.51,7,0.000314,0.001,0.6,10
4.032771429,1040600,34.9750745,PAO-2,Pressure,5.9795918,0.92421661,0.03,0.004,0.15,76,4.90E-05,0.00461,0.14,7.917
4.6629,207000,14.86391471,PAO-2,Pressure,6.6122449,0.919800558,0.027,0.004,0.15,76,4.90E-05,0.00461,0.14,7.917
1.665458333,258000,14.0836927,Water,Gas,1.83126,0.91563,0.05,0.015,0.1,7,0.00113411,0.001,0.6,10
8.620242188,947755.914,14.92991235,FC-74,Pressure,0.256077,0.860613209,0.06,0.005,0.15,13,0.000625,0.00079,0.064,17.7
3.708939118,392266,16.80569903,Water,Pressure,0.672453,0.846438421,0.125873,0.018,0.51,7,0.000314,0.001,0.6,10
5.768867257,1212800,35.47413709,PSF-3,Pressure,1.6326531,0.833891207,0.051,0.004,0.15,47,4.90E-05,0.00269,0.113,8.98
6.617412081,191935.1351,11.36371237,Water,Pressure,0.5,0.812156,0.162431,0.254,0.541437,7,5.00E-05,0.001,0.6,10
4.122666667,2000000,49.6,Water,Pressure,0.201,0.804,0.4,0.3,8,7,0.000625,0.001,0.6,10
3.58346447,392266,16.80569903,Water,Pressure,0.629434,0.792289009,0.125873,0.018,0.51,7,0.000314,0.001,0.6,10
3.560058333,500000,26.2,Water,Pressure,0.1,0.781,0.781,0.3,8,7,0.000625,0.001,0.6,10
6.431218449,189139.973,11.28066371,Water,Pressure,0.5,0.778001,0.1556,0.254,0.518667,7,5.00E-05,0.001,0.6,10
1.478608333,224000,13.1229265,Water,Gas,1.53292,0.76646,0.05,0.015,0.1,7,0.00113411,0.001,0.6,10
3.0525,200000,17.2,Water,Pressure,0.085,0.765,0.9,0.2,8,7,0.000625,0.001,0.6,10
3.93769,1000000,36.1,Water,Pressure,0.123,0.76014,0.618,0.4,8,7,0.000625,0.001,0.6,10
4.409201062,1040600,31.82936652,PSF-3,Pressure,1.244898,0.723114483,0.058,0.004,0.15,47,4.90E-05,0.00269,0.113,8.98
5.988086353,186344.8108,11.19699909,Water,Pressure,0.5,0.703782,0.140756,0.254,0.469188,7,5.00E-05,0.001,0.6,10
3.025366667,2000000,49.6,Water,Pressure,0.184,0.6808,0.37,0.2,8,7,0.000625,0.001,0.6,10
3.048473354,490332.5,18.78934272,Water,Pressure,0.590943,0.667863962,0.113017,0.018,0.47,7,0.000314,0.001,0.6,10
1.328366667,224000,13.1229265,Water,Gas,1.31876,0.65938,0.05,0.015,0.1,7,0.00113411,0.001,0.6,10
5.575165158,183549.6486,11.1127046,Water,Pressure,0.5,0.645813,0.129163,0.254,0.430542,7,5.00E-05,0.001,0.6,10
4.970363916,180754.4865,11.0277658,Water,Pressure,0.5,0.636491,0.127298,0.254,0.424327,7,5.00E-05,0.001,0.6,10
2.493336667,1000000,36.1,Water,Pressure,0.125,0.62375,0.499,0.3,8,7,0.000625,0.001,0.6,10
2.890758624,490332.5,18.78934272,Water,Pressure,0.550189,0.621805158,0.113017,0.018,0.47,7,0.000314,0.001,0.6,10
2.5139,200000,17.2,Water,Pressure,0.045,0.621,1.38,0.4,8,7,0.000625,0.001,0.6,10
3.213333333,2000000,49.6,Water,Pressure,0.151,0.604,0.4,0.4,8,7,0.000625,0.001,0.6,10
4.971851133,177959.3243,10.94216767,Water,Pressure,0.5,0.592566,0.118513,0.254,0.395044,7,5.00E-05,0.001,0.6,10
2.778099863,490332.5,18.78934272,Water,Pressure,0.520755,0.588539838,0.113017,0.018,0.47,7,0.000314,0.001,0.6,10
1.207616667,224000,13.1229265,Water,Gas,1.16596,0.58298,0.05,0.015,0.1,7,0.00113411,0.001,0.6,10
2.465475,500000,26.2,Water,Pressure,0.087,0.55593,0.639,0.2,8,7,0.000625,0.001,0.6,10
2.811366667,1000000,36.1,Water,Pressure,0.123,0.53751,0.437,0.2,8,7,0.000625,0.001,0.6,10
4.370840834,172369,10.76893046,Water,Pressure,0.5,0.535972,0.107194,0.254,0.357315,7,5.00E-05,0.001,0.6,10
5.542200865,400000,15,Water,Pressure,0.246,0.52770444,0.214514,0.0100037,0.64,7,0.0019635,0.001,0.6,10
4.974504793,175164.1622,10.85589463,Water,Pressure,0.5,0.520998,0.1042,0.254,0.347332,7,5.00E-05,0.001,0.6,10
5.535075384,400000,15,Water,Pressure,0.246,0.5165385,0.209975,0.0130909,0.64,7,0.0019635,0.001,0.6,10
1.111091667,307000,15.3629945,Water,Gas,1.0309,0.51545,0.05,0.015,0.1,7,0.00113411,0.001,0.6,10
6.61167005,400000,15,Water,Pressure,0.246,0.50537256,0.205436,0.029974,0.64,7,0.0019635,0.001,0.6,10
6.449002502,400000,15,Water,Pressure,0.246,0.5019384,0.20404,0.028141,0.64,7,0.0019635,0.001,0.6,10
5.703241332,400000,15,Water,Pressure,0.246,0.49850178,0.202643,0.0150204,0.64,7,0.0019635,0.001,0.6,10
1.883675,293000,15.00861086,Water,Gas,0.991081,0.4955405,0.05,0.019,0.1,7,0.00113411,0.001,0.6,10
4.953934664,300000,13.3,Water,Pressure,0.2181,0.494504673,0.226733,0.0101002,0.64,7,0.0019635,0.001,0.6,10
6.212109904,400000,15,Water,Pressure,0.246,0.492492,0.2002,0.025102,0.64,7,0.0019635,0.001,0.6,10
6.022882241,400000,15,Water,Pressure,0.246,0.48991392,0.199152,0.0231243,0.64,7,0.0019635,0.001,0.6,10
4.994655855,300000,13.3,Water,Pressure,0.2181,0.489174309,0.224289,0.0129462,0.64,7,0.0019635,0.001,0.6,10
5.876895764,400000,15,Water,Pressure,0.246,0.4873383,0.198105,0.0201336,0.64,7,0.0019635,0.001,0.6,10
5.669051922,400000,15,Water,Pressure,0.246,0.4873383,0.198105,0.0180111,0.64,7,0.0019635,0.001,0.6,10
2.33887833,735498.75,23.01215114,Water,Pressure,0.477736,0.486096786,0.10175,0.018,0.47,7,0.000314,0.001,0.6,10
5.731605168,300000,13.3,Water,Pressure,0.2181,0.483843945,0.221845,0.0279963,0.64,7,0.0019635,0.001,0.6,10
5.838776317,300000,13.3,Water,Pressure,0.2181,0.483082776,0.221496,0.0301187,0.64,7,0.0019635,0.001,0.6,10
5.56274933,300000,13.3,Water,Pressure,0.2181,0.482321607,0.221147,0.0250056,0.64,7,0.0019635,0.001,0.6,10
1.828841667,500000,26.2,Water,Pressure,0.061,0.47641,0.781,0.4,8,7,0.000625,0.001,0.6,10
1.500175,300000,15.18683641,Water,Gas,0.95067,0.475335,0.05,0.019,0.1,7,0.00113411,0.001,0.6,10
5.417849621,300000,13.3,Water,Pressure,0.2181,0.474707736,0.217656,0.0229796,0.64,7,0.0019635,0.001,0.6,10
4.986006951,300000,13.3,Water,Pressure,0.2181,0.471660879,0.216259,0.0150686,0.64,7,0.0019635,0.001,0.6,10
5.238468875,300000,13.3,Water,Pressure,0.2181,0.47089971,0.21591,0.0198924,0.64,7,0.0019635,0.001,0.6,10
5.071693341,300000,13.3,Water,Pressure,0.2181,0.470138541,0.215561,0.0180594,0.64,7,0.0019635,0.001,0.6,10
2.29843902,686465.5,22.23185013,Water,Pressure,0.450566,0.466717056,0.103585,0.015,0.47,7,0.000314,0.001,0.6,10
2.21057,1000000,36.1,Water,Pressure,0.091,0.45409,0.499,0.4,8,7,0.000625,0.001,0.6,10
1.269483333,258000,14.0836927,Water,Gas,0.795682,0.397841,0.05,0.019,0.1,7,0.00113411,0.001,0.6,10
2.049640269,686465.5,22.23185013,Water,Pressure,0.405283,0.397586623,0.0981,0.015,0.43,7,0.000314,0.001,0.6,10
2.2485,200000,17.2,Water,Pressure,0.044,0.396,0.9,0.3,8,7,0.000625,0.001,0.6,10
1.672933333,293000,15.00861086,Water,Gas,0.774885,0.3874425,0.05,0.019,0.1,7,0.00113411,0.001,0.6,10
2.068916667,2000000,49.6,Water,Pressure,0.103,0.3811,0.37,0.3,8,7,0.000625,0.001,0.6,10
7.050184615,908772.6417,18.80650121,FC-40,Pressure,0.425938,0.347640574,0.06,0.005,0.15,57,0.000625,0.0034,0.065,18.5
1.036308333,258000,14.0836927,Water,Gas,0.665891,0.3329455,0.05,0.019,0.1,7,0.00113411,0.001,0.6,10
6.844846154,856775.7764,18.26055502,FC-40,Pressure,0.399964,0.326441206,0.06,0.005,0.15,57,0.000625,0.0034,0.065,18.5
1.7458722,400000,16.97056275,Water,Pressure,0.2955,0.31914,0.108,0.0235238,0.4,7,0.0009,0.001,0.6,10
1.7291826,400000,16.97056275,Water,Pressure,0.2955,0.31914,0.108,0.0209524,0.4,7,0.0009,0.001,0.6,10
1.7068914,400000,16.97056275,Water,Pressure,0.2955,0.31914,0.108,0.0177143,0.4,7,0.0009,0.001,0.6,10
1.6709634,400000,16.97056275,Water,Pressure,0.2955,0.31914,0.108,0.0259048,0.4,7,0.0009,0.001,0.6,10
1.6157088,400000,16.97056275,Water,Pressure,0.2955,0.31914,0.108,0.0153333,0.4,7,0.0009,0.001,0.6,10
1.5672186,400000,16.97056275,Water,Pressure,0.2955,0.31914,0.108,0.0293333,0.4,7,0.0009,0.001,0.6,10
1.520946,400000,16.97056275,Water,Pressure,0.2955,0.31914,0.108,0.0317143,0.4,7,0.0009,0.001,0.6,10
1.5130548,400000,16.97056275,Water,Pressure,0.2955,0.31914,0.108,0.0130476,0.4,7,0.0009,0.001,0.6,10
1.4457816,400000,16.97056275,Water,Pressure,0.2955,0.31914,0.108,0.0354286,0.4,7,0.0009,0.001,0.6,10
1.578272306,600000,22.5166605,Water,Pressure,0.324963,0.315823207,0.0972,0.0171698,0.4,7,0.0009,0.001,0.6,10
1.537639854,600000,22.5166605,Water,Pressure,0.324963,0.315823207,0.0972,0.0190566,0.4,7,0.0009,0.001,0.6,10
1.522094722,600000,22.5166605,Water,Pressure,0.324963,0.315823207,0.0972,0.0216038,0.4,7,0.0009,0.001,0.6,10
1.501492603,600000,22.5166605,Water,Pressure,0.324963,0.315823207,0.0972,0.0242453,0.4,7,0.0009,0.001,0.6,10
1.483095019,600000,22.5166605,Water,Pressure,0.324963,0.315823207,0.0972,0.0137736,0.4,7,0.0009,0.001,0.6,10
1.470940109,600000,22.5166605,Water,Pressure,0.324963,0.315823207,0.0972,0.0261321,0.4,7,0.0009,0.001,0.6,10
1.435332248,600000,22.5166605,Water,Pressure,0.324963,0.315823207,0.0972,0.0281132,0.4,7,0.0009,0.001,0.6,10
1.407964263,600000,22.5166605,Water,Pressure,0.324963,0.315823207,0.0972,0.0110377,0.4,7,0.0009,0.001,0.6,10
1.379566091,600000,22.5166605,Water,Pressure,0.324963,0.315823207,0.0972,0.0300943,0.4,7,0.0009,0.001,0.6,10
1.298492323,600000,22.5166605,Water,Pressure,0.324963,0.315823207,0.0972,0.0327358,0.4,7,0.0009,0.001,0.6,10
1.222585687,600000,22.5166605,Water,Pressure,0.324963,0.315823207,0.0972,0.0346226,0.4,7,0.0009,0.001,0.6,10
1.136584515,600000,22.5166605,Water,Pressure,0.324963,0.315823207,0.0972,0.0366038,0.4,7,0.0009,0.001,0.6,10
6.434169231,782063.6951,17.4462241,FC-40,Pressure,0.367892,0.300264794,0.06,0.005,0.15,57,0.000625,0.0034,0.065,18.5
1.618260937,1470997.5,32.54409624,Water,Pressure,0.369057,0.297193687,0.0805,0.015,0.43,7,0.000314,0.001,0.6,10
1.5675,200000,17.2,Water,Pressure,0.033,0.297,0.9,0.4,8,7,0.000625,0.001,0.6,10
1.65670873,550000,20.5630737,Water,Pressure,0.2907407,0.289003634,0.0994,0.020414,0.4,7,0.0009,0.001,0.6,10
1.621260133,550000,20.5630737,Water,Pressure,0.2907407,0.289003634,0.0994,0.0185032,0.4,7,0.0009,0.001,0.6,10
1.58580988,550000,20.5630737,Water,Pressure,0.2907407,0.289003634,0.0994,0.0171656,0.4,7,0.0009,0.001,0.6,10
1.555425842,550000,20.5630737,Water,Pressure,0.2907407,0.289003634,0.0994,0.0157643,0.4,7,0.0009,0.001,0.6,10
1.555425842,550000,20.5630737,Water,Pressure,0.2907407,0.289003634,0.0994,0.0225159,0.4,7,0.0009,0.001,0.6,10
1.48959155,550000,20.5630737,Water,Pressure,0.2907407,0.289003634,0.0994,0.0240446,0.4,7,0.0009,0.001,0.6,10
1.413628141,550000,20.5630737,Water,Pressure,0.2907407,0.289003634,0.0994,0.0257006,0.4,7,0.0009,0.001,0.6,10
