P,Fluid,um,Q,Re,Nu,dd,H,dn,Pr,At,mio,k,rho
293000,water,15.00861086,22.1914,1.10957,2.327725,5.00E+01,1.50E+01,1.00E+02,7,11.3411,1,0.6,1000
300000,water,15.18683641,29.1623,1.458115,2.438641667,5.00E+01,1.50E+01,1.00E+02,7,11.3411,1,0.6,1000
162000,water,10.8,2.210487,0.176838959,2.87384,8.00E+01,7.80E+01,2.00E+02,7,4.52389,1,0.6,1000
162000,water,10.8,2.210487,0.176838959,2.9668,8.00E+01,7.66E+01,2.00E+02,7,4.52389,1,0.6,1000
162000,water,10.8,2.210487,0.176838959,3.180613333,8.00E+01,7.44E+01,2.00E+02,7,4.52389,1,0.6,1000
162000,water,10.8,2.210487,0.176838959,3.375826667,8.00E+01,7.27E+01,2.00E+02,7,4.52389,1,0.6,1000
162000,water,10.8,2.210487,0.176838959,3.571053333,8.00E+01,7.02E+01,2.00E+02,7,4.52389,1,0.6,1000
162000,water,10.8,2.210487,0.176838959,3.766266667,8.00E+01,6.59E+01,2.00E+02,7,4.52389,1,0.6,1000
162000,water,10.8,2.210487,0.176838959,3.98008,8.00E+01,6.24E+01,2.00E+02,7,4.52389,1,0.6,1000
162000,water,10.8,2.210487,0.176838959,4.11952,8.00E+01,5.81E+01,2.00E+02,7,4.52389,1,0.6,1000
162000,water,10.8,2.210487,0.176838959,4.193893333,8.00E+01,5.48E+01,2.00E+02,7,4.52389,1,0.6,1000
162000,water,10.8,2.210487,0.176838959,4.361226667,8.00E+01,4.98E+01,2.00E+02,7,4.52389,1,0.6,1000
162000,water,10.8,2.210487,0.176838959,4.454186667,8.00E+01,4.58E+01,2.00E+02,7,4.52389,1,0.6,1000
162000,water,10.8,2.210487,0.176838959,4.584333333,8.00E+01,4.21E+01,2.00E+02,7,4.52389,1,0.6,1000
162000,water,10.8,2.210487,0.176838959,4.686586667,8.00E+01,3.91E+01,2.00E+02,7,4.52389,1,0.6,1000
162000,water,10.8,2.210487,0.176838959,4.723773333,8.00E+01,3.62E+01,2.00E+02,7,4.52389,1,0.6,1000
162000,water,10.8,2.210487,0.176838959,4.770253333,8.00E+01,3.32E+01,2.00E+02,7,4.52389,1,0.6,1000
300000,water,12.5,1.057,0.197659,3.554558333,1.87E+02,2.49E+01,4.60E+02,7,19.635,1,0.6,1000
300000,water,12.5,1.057,0.193431,3.5534635,1.83E+02,2.29E+01,4.60E+02,7,19.635,1,0.6,1000
300000,water,12.5,1.057,0.19026,3.72807,1.80E+02,1.91E+01,4.60E+02,7,19.635,1,0.6,1000
300000,water,12.5,1.057,0.189203,3.818726333,1.79E+02,1.81E+01,4.60E+02,7,19.635,1,0.6,1000
300000,water,12.5,1.057,0.192374,4.034727667,1.82E+02,1.50E+01,4.60E+02,7,19.635,1,0.6,1000
300000,water,12.5,1.057,0.199773,4.254894,1.89E+02,1.30E+01,4.60E+02,7,19.635,1,0.6,1000
300000,water,12.5,1.057,0.210343,4.532158667,1.99E+02,9.94E+00,4.60E+02,7,19.635,1,0.6,1000
300000,water,12.5,1.057,0.216685,4.668806667,2.05E+02,7.01E+00,4.60E+02,7,19.635,1,0.6,1000
300000,water,12.5,1.057,0.22197,4.762065,2.10E+02,5.04E+00,4.60E+02,7,19.635,1,0.6,1000
400000,water,14,1.184,0.209568,3.8633495,1.77E+02,2.49E+01,4.60E+02,7,19.635,1,0.6,1000
400000,water,14,1.184,0.210752,4.044516,1.78E+02,2.30E+01,4.60E+02,7,19.635,1,0.6,1000
400000,water,14,1.184,0.209568,4.1956965,1.77E+02,1.99E+01,4.60E+02,7,19.635,1,0.6,1000
400000,water,14,1.184,0.2072,4.304941667,1.75E+02,1.79E+01,4.60E+02,7,19.635,1,0.6,1000
400000,water,14,1.184,0.21904,4.716544167,1.85E+02,1.51E+01,4.60E+02,7,19.635,1,0.6,1000
400000,water,14,1.184,0.227328,5.008224,1.92E+02,1.30E+01,4.60E+02,7,19.635,1,0.6,1000
400000,water,14,1.184,0.234432,5.216607,1.98E+02,9.86E+00,4.60E+02,7,19.635,1,0.6,1000
400000,water,14,1.184,0.239168,5.335224,2.02E+02,7.61E+00,4.60E+02,7,19.635,1,0.6,1000
400000,water,14,1.184,0.241536,5.370232,2.04E+02,5.12E+00,4.60E+02,7,19.635,1,0.6,1000
400000,water,15,2.46,0.52770444,5.542200865,2.15E+02,1.00E+01,6.40E+02,7,19.635,1,0.6,1000
400000,water,15,2.46,0.5165385,5.535075384,2.10E+02,1.31E+01,6.40E+02,7,19.635,1,0.6,1000
400000,water,15,2.46,0.49850178,5.703241332,2.03E+02,1.50E+01,6.40E+02,7,19.635,1,0.6,1000
400000,water,15,2.46,0.4873383,5.669051922,1.98E+02,1.80E+01,6.40E+02,7,19.635,1,0.6,1000
400000,water,15,2.46,0.4873383,5.876895764,1.98E+02,2.01E+01,6.40E+02,7,19.635,1,0.6,1000
400000,water,15,2.46,0.48991392,6.022882241,1.99E+02,2.31E+01,6.40E+02,7,19.635,1,0.6,1000
400000,water,15,2.46,0.492492,6.212109904,2.00E+02,2.51E+01,6.40E+02,7,19.635,1,0.6,1000
400000,water,15,2.46,0.5019384,6.449002502,2.04E+02,2.81E+01,6.40E+02,7,19.635,1,0.6,1000
400000,water,15,2.46,0.50537256,6.61167005,2.05E+02,3.00E+01,6.40E+02,7,19.635,1,0.6,1000
300000,water,13.3,2.181,0.494504673,4.953934664,2.27E+02,1.01E+01,6.40E+02,7,19.635,1,0.6,1000
300000,water,13.3,2.181,0.489174309,4.994655855,2.24E+02,1.29E+01,6.40E+02,7,19.635,1,0.6,1000
300000,water,13.3,2.181,0.471660879,4.986006951,2.16E+02,1.51E+01,6.40E+02,7,19.635,1,0.6,1000
300000,water,13.3,2.181,0.470138541,5.071693341,2.16E+02,1.81E+01,6.40E+02,7,19.635,1,0.6,1000
300000,water,13.3,2.181,0.47089971,5.238468875,2.16E+02,1.99E+01,6.40E+02,7,19.635,1,0.6,1000
300000,water,13.3,2.181,0.474707736,5.417849621,2.18E+02,2.30E+01,6.40E+02,7,19.635,1,0.6,1000
300000,water,13.3,2.181,0.482321607,5.56274933,2.21E+02,2.50E+01,6.40E+02,7,19.635,1,0.6,1000
300000,water,13.3,2.181,0.483843945,5.731605168,2.22E+02,2.80E+01,6.40E+02,7,19.635,1,0.6,1000
300000,water,13.3,2.181,0.483082776,5.838776317,2.21E+02,3.01E+01,6.40E+02,7,19.635,1,0.6,1000
400000,water,16.97056275,12,1.068,7.370519963,8.90E+01,8.66E+00,3.00E+02,7,1,1,0.6,1000
400000,water,16.97056275,14,1.246,7.940236283,8.90E+01,8.66E+00,3.00E+02,7,1,1,0.6,1000
400000,water,16.97056275,15.7,1.3973,8.392147668,8.90E+01,8.66E+00,3.00E+02,7,1,1,0.6,1000
450000,water,18,18.1,1.4842,8.640304621,8.20E+01,8.66E+00,3.00E+02,7,1,1,0.6,1000
450000,water,18,20,1.64,9.067087157,8.20E+01,8.66E+00,3.00E+02,7,1,1,0.6,1000
450000,water,18,22,1.804,9.494245498,8.20E+01,8.66E+00,3.00E+02,7,1,1,0.6,1000
500000,water,18.97366596,24.9,1.8675,9.654217674,7.50E+01,8.66E+00,3.00E+02,7,1,1,0.6,1000
500000,water,18.97366596,27,2.025,10.03925534,7.50E+01,8.66E+00,3.00E+02,7,1,1,0.6,1000
500000,water,18.97366596,30,2.25,10.56336699,7.50E+01,8.66E+00,3.00E+02,7,1,1,0.6,1000
550000,water,19.89974874,33,2.244,10.54975198,6.80E+01,8.66E+00,3.00E+02,7,1,1,0.6,1000
550000,water,19.89974874,36,2.448,11.0025696,6.80E+01,8.66E+00,3.00E+02,7,1,1,0.6,1000
250000,water,13.41640786,34,3.978,7.019563915,1.17E+02,8.66E+00,3.00E+02,7,1,1,0.6,1000
250000,water,13.41640786,36,4.176,7.515224699,1.16E+02,8.66E+00,3.00E+02,7,1,1,0.6,1000
250000,water,13.41640786,38,4.37,8.017798171,1.15E+02,8.66E+00,3.00E+02,7,1,1,0.6,1000
300000,water,14.69693846,40,4.56,8.337352926,1.14E+02,8.66E+00,3.00E+02,7,1,1,0.6,1000
300000,water,14.69693846,42,4.746,9.041897881,1.13E+02,8.66E+00,3.00E+02,7,1,1,0.6,1000
300000,water,14.69693846,44,4.928,10.172904,1.12E+02,8.66E+00,3.00E+02,7,1,1,0.6,1000
350000,water,15.87450787,46,5.106,10.50863162,1.11E+02,8.66E+00,3.00E+02,7,1,1,0.6,1000
350000,water,15.87450787,49,5.39,10.897205,1.10E+02,8.66E+00,3.00E+02,7,1,1,0.6,1000
400000,water,16.97056275,51,5.508,11.3695267,1.08E+02,8.66E+00,3.00E+02,7,1,1,0.6,1000
400000,water,16.97056275,53,5.671,11.94999183,1.07E+02,8.66E+00,3.00E+02,7,1,1,0.6,1000
400000,water,16.97056275,55,5.83,12.44691151,1.06E+02,8.66E+00,3.00E+02,7,1,1,0.6,1000
547968.1121,FC-40,14.60353605,2.59479,0.211780654,4.859838462,6.00E+01,5.00E+00,1.50E+02,57,6.25,3.4,0.065,1850
632628.883,FC-40,15.69115426,2.97673,0.242953699,5.202092308,6.00E+01,5.00E+00,1.50E+02,57,6.25,3.4,0.065,1850
717040.4574,FC-40,16.70522057,3.3735,0.275337132,6.023469231,6.00E+01,5.00E+00,1.50E+02,57,6.25,3.4,0.065,1850
782063.6951,FC-40,17.4462241,3.67892,0.300264794,6.434169231,6.00E+01,5.00E+00,1.50E+02,57,6.25,3.4,0.065,1850
856775.7764,FC-40,18.26055502,3.99964,0.326441206,6.844846154,6.00E+01,5.00E+00,1.50E+02,57,6.25,3.4,0.065,1850
908772.6417,FC-40,18.80650121,4.25938,0.347640574,7.050184615,6.00E+01,5.00E+00,1.50E+02,57,6.25,3.4,0.065,1850
947755.914,FC-74,14.92991235,2.56077,0.860613209,8.620242188,6.00E+01,5.00E+00,1.50E+02,13,6.25,0.79,0.064,1770
999740,FC-74,16.04183788,2.94258,0.988930367,9.106851563,6.00E+01,5.00E+00,1.50E+02,13,6.25,0.79,0.064,1770
1087733.203,FC-74,17.07856769,3.37007,1.132599475,9.80203125,6.00E+01,5.00E+00,1.50E+02,13,6.25,0.79,0.064,1770
1151875.429,FC-74,17.836132,3.72091,1.250508361,10.70578125,6.00E+01,5.00E+00,1.50E+02,13,6.25,0.79,0.064,1770
1216017.656,FC-74,18.66866251,4.0264,1.353176203,11.05335938,6.00E+01,5.00E+00,1.50E+02,13,6.25,0.79,0.064,1770
1280159.882,FC-74,19.22681011,4.2704,1.435178734,11.74853906,6.00E+01,5.00E+00,1.50E+02,13,6.25,0.79,0.064,1770
1344302.108,FC-72,15.32460364,2.95723,1.164409313,11.00578947,6.00E+01,5.00E+00,1.50E+02,12,6.25,0.64,0.057,1680
1408444.334,FC-72,16.46592433,3.36988,1.32689025,11.23997368,6.00E+01,5.00E+00,1.50E+02,12,6.25,0.64,0.057,1680
1472586.561,FC-72,17.53006141,3.67439,1.446791063,12.80107895,6.00E+01,5.00E+00,1.50E+02,12,6.25,0.64,0.057,1680
1536728.787,FC-72,18.30765291,4.01091,1.579295813,12.64494737,6.00E+01,5.00E+00,1.50E+02,12,6.25,0.64,0.057,1680
1600871.013,FC-72,19.16219242,4.2542,1.67509125,14.28413158,6.00E+01,5.00E+00,1.50E+02,12,6.25,0.64,0.057,1680
1665013.239,HFE-7100,16.3826904,2.95625,1.715402961,9.507780822,6.00E+01,5.00E+00,1.50E+02,6,6.25,0.38,0.073,1470
1729155.466,HFE-7100,17.60281355,3.35439,1.946428934,8.959253425,6.00E+01,5.00E+00,1.50E+02,6,6.25,0.38,0.073,1470
1793297.692,HFE-7100,18.74042394,3.6442,2.114595,9.629671233,6.00E+01,5.00E+00,1.50E+02,6,6.25,0.38,0.073,1470
1857439.918,HFE-7100,19.57170421,4.04046,2.344530079,10.84861644,6.00E+01,5.00E+00,1.50E+02,6,6.25,0.38,0.073,1470
1921582.144,HFE-7100,20.48524538,4.25342,2.468102921,11.88472603,6.00E+01,5.00E+00,1.50E+02,6,6.25,0.38,0.073,1470
1985724.37,HFE-7000,19.86295649,2.57276,1.200621333,10.38136,6.00E+01,5.00E+00,1.50E+02,8,6.25,0.45,0.075,1400
2049866.597,HFE-7000,21.34227719,2.97025,1.386116667,10.44068,6.00E+01,5.00E+00,1.50E+02,8,6.25,0.45,0.075,1400
2114008.823,HFE-7000,22.72155649,3.36657,1.571066,11.5678,6.00E+01,5.00E+00,1.50E+02,8,6.25,0.45,0.075,1400
2178151.049,HFE-7000,23.72943026,3.67186,1.713534667,12.04238,6.00E+01,5.00E+00,1.50E+02,8,6.25,0.45,0.075,1400
2242293.275,HFE-7000,24.83704006,4.02264,1.877232,12.87288,6.00E+01,5.00E+00,1.50E+02,8,6.25,0.45,0.075,1400
2306435.502,HFE-7000,25.57960715,4.26677,1.991159333,13.34746,6.00E+01,5.00E+00,1.50E+02,8,6.25,0.45,0.075,1400
2370577.728,HFE-7000,26.12248568,4.4498,2.076573333,13.76272,6.00E+01,5.00E+00,1.50E+02,8,6.25,0.45,0.075,1400
2434719.954,HFE-7000,26.82932724,4.69387,2.190472667,14.29662,6.00E+01,5.00E+00,1.50E+02,8,6.25,0.45,0.075,1400
136000,water,10.72007463,9.013605,1.036564626,4.189434667,4.60E+02,7.00E+00,7.00E+02,7,0.49,1,0.6,1000
136000,water,10.72007463,9.013605,1.12670068,6.375225,5.00E+02,5.00E+00,7.00E+02,7,0.49,1,0.6,1000
136000,water,10.72007463,9.013605,1.239370748,9.4171,5.50E+02,3.30E+00,7.00E+02,7,0.49,1,0.6,1000
136000,water,10.72007463,18.027211,2.073129252,9.468103333,4.60E+02,7.00E+00,7.00E+02,7,0.49,1,0.6,1000
136000,water,10.72007463,18.027211,2.253401361,11.74866667,5.00E+02,5.00E+00,7.00E+02,7,0.49,1,0.6,1000
136000,water,10.72007463,18.027211,2.478741497,14.02545833,5.50E+02,3.30E+00,7.00E+02,7,0.49,1,0.6,1000
136000,water,10.72007463,36.054422,4.146258503,13.07105333,4.60E+02,7.00E+00,7.00E+02,7,0.49,1,0.6,1000
136000,water,10.72007463,36.054422,4.506802721,15.48266667,5.00E+02,5.00E+00,7.00E+02,7,0.49,1,0.6,1000
136000,water,10.72007463,36.054422,4.957482993,18.13295,5.50E+02,3.30E+00,7.00E+02,7,0.49,1,0.6,1000
272000,water,15.16047493,9.013605,1.036564626,16.00363,4.60E+02,7.00E+00,7.00E+02,7,0.49,1,0.6,1000
272000,water,15.16047493,9.013605,1.12670068,17.94175,5.00E+02,5.00E+00,7.00E+02,7,0.49,1,0.6,1000
272000,water,15.16047493,9.013605,1.239370748,20.33698333,5.50E+02,3.30E+00,7.00E+02,7,0.49,1,0.6,1000
272000,water,15.16047493,18.027211,2.073129252,17.59561333,4.60E+02,7.00E+00,7.00E+02,7,0.49,1,0.6,1000
272000,water,15.16047493,18.027211,2.253401361,19.49,5.00E+02,5.00E+00,7.00E+02,7,0.49,1,0.6,1000
272000,water,15.16047493,18.027211,2.478741497,22.34063333,5.50E+02,3.30E+00,7.00E+02,7,0.49,1,0.6,1000
272000,water,15.16047493,36.054422,4.146258503,19.60658,4.60E+02,7.00E+00,7.00E+02,7,0.49,1,0.6,1000
272000,water,15.16047493,36.054422,4.506802721,21.949,5.00E+02,5.00E+00,7.00E+02,7,0.49,1,0.6,1000
272000,water,15.16047493,36.054422,4.957482993,25.145725,5.50E+02,3.30E+00,7.00E+02,7,0.49,1,0.6,1000
207000,FC-72,9.889767439,1.500571,2.7573,7.083947368,2.70E+01,5.00E+00,7.00E+02,12,0.49,0.64,0.057,1680
344000,FC-72,12.74911762,1.846857,3.3936,8.749136842,2.70E+01,5.00E+00,7.00E+02,12,0.49,0.64,0.057,1680
483000,FC-72,15.1068693,2.250857,4.13595,10.62983158,2.80E+01,5.00E+00,7.00E+02,12,0.49,0.64,0.057,1680
689000,FC-72,18.04307346,2.481714,4.56015,12.12925614,2.80E+01,5.00E+00,7.00E+02,12,0.49,0.64,0.057,1680
896000,FC-72,20.57571384,2.885714,5.3025,12.35723684,2.50E+01,5.00E+00,7.00E+02,12,0.49,0.64,0.057,1680
207000,FC-72,10.20372831,3.131,5.7532125,10.94705263,3.00E+01,5.00E+00,7.00E+02,12,0.49,0.64,0.057,1680
344000,FC-72,13.15385151,3.794714,6.9727875,11.69606842,2.70E+01,5.00E+00,7.00E+02,12,0.49,0.64,0.057,1680
483000,FC-72,15.58645245,4.242,7.794675,13.31917895,2.30E+01,5.00E+00,7.00E+02,12,0.49,0.64,0.057,1680
689000,FC-72,18.61586945,4.804714,8.8286625,13.5892,1.90E+01,5.00E+00,7.00E+02,12,0.49,0.64,0.057,1680
896000,FC-72,21.2289111,5.555,10.2073125,13.94826667,1.60E+01,5.00E+00,7.00E+02,12,0.49,0.64,0.057,1680
138000,FC-72,8.587657256,3.203143,5.885775,21.91321053,6.50E+01,5.00E+00,7.00E+02,12,0.49,0.64,0.057,1680
207000,FC-72,10.51768918,4.025571,7.3969875,25.45854035,5.80E+01,5.00E+00,7.00E+02,12,0.49,0.64,0.057,1680
344000,FC-72,13.5585854,5.151,9.4649625,23.59931053,5.10E+01,5.00E+00,7.00E+02,12,0.49,0.64,0.057,1680
483000,FC-72,16.0660356,6.204286,11.400375,27.21745263,4.70E+01,5.00E+00,7.00E+02,12,0.49,0.64,0.057,1680
689000,FC-72,19.18866543,7.834714,14.3962875,41.11335614,4.30E+01,5.00E+00,7.00E+02,12,0.49,0.64,0.057,1680
896000,FC-72,21.88210837,9.017857,16.5703125,39.78933333,4.00E+01,5.00E+00,7.00E+02,12,0.49,0.64,0.057,1680
207000,PSF-3,13.52703307,36.122449,0.976756392,2.948877876,2.70E+01,4.00E+00,1.50E+02,47,0.49,2.69,0.113,898
345000,PSF-3,17.4633246,43.265306,1.169900311,3.513966372,2.70E+01,4.00E+00,1.50E+02,47,0.49,2.69,0.113,898
483000,PSF-3,20.66288432,49.795918,1.396359002,5.486017699,2.80E+01,4.00E+00,1.50E+02,47,0.49,2.69,0.113,898
689000,PSF-3,24.67896772,57.755102,1.619547531,6.386279646,2.80E+01,4.00E+00,1.50E+02,47,0.49,2.69,0.113,898
896000,PSF-3,28.14306435,70,1.75260223,9.425464602,2.50E+01,4.00E+00,1.50E+02,47,0.49,2.69,0.113,898
1040600,PSF-3,31.82936652,12.44898,0.723114483,4.409201062,5.80E+01,4.00E+00,1.50E+02,47,0.49,2.69,0.113,898
1212800,PSF-3,35.47413709,16.326531,0.833891207,5.768867257,5.10E+01,4.00E+00,1.50E+02,47,0.49,2.69,0.113,898
1385000,PSF-3,39.11890766,20.612245,0.970216069,6.875309735,4.70E+01,4.00E+00,1.50E+02,47,0.49,2.69,0.113,898
1557200,PSF-3,42.76367823,23.877551,1.028261437,8.327045133,4.30E+01,4.00E+00,1.50E+02,47,0.49,2.69,0.113,898
1729400,PSF-3,46.4084488,28.367347,1.136381155,9.017238938,4.00E+01,4.00E+00,1.50E+02,47,0.49,2.69,0.113,898
207000,PAO-2,14.86391471,66.122449,0.919800558,4.6629,2.70E+01,4.00E+00,1.50E+02,76,0.49,4.61,0.14,791.7
345000,PAO-2,19.18923138,84.693878,1.178139603,5.316801429,2.70E+01,4.00E+00,1.50E+02,76,0.49,4.61,0.14,791.7
483000,PAO-2,22.70500477,100,1.442577007,6.3624,2.80E+01,4.00E+00,1.50E+02,76,0.49,4.61,0.14,791.7
689000,PAO-2,27.11799916,121.020408,1.745812581,7.25464,2.80E+01,4.00E+00,1.50E+02,76,0.49,4.61,0.14,791.7
896000,PAO-2,30.92445374,130.204082,1.677048342,7.385714286,2.50E+01,4.00E+00,1.50E+02,76,0.49,4.61,0.14,791.7
1040600,PAO-2,34.9750745,59.795918,0.92421661,4.032771429,3.00E+01,4.00E+00,1.50E+02,76,0.49,4.61,0.14,791.7
1212800,PAO-2,38.98005909,76.122449,1.058906198,4.445588571,2.70E+01,4.00E+00,1.50E+02,76,0.49,4.61,0.14,791.7
1385000,PAO-2,42.98504367,91.428571,1.083404772,4.807525714,2.30E+01,4.00E+00,1.50E+02,76,0.49,4.61,0.14,791.7
1557200,PAO-2,46.99002825,107.142857,1.048812364,5.041663571,1.90E+01,4.00E+00,1.50E+02,76,0.49,4.61,0.14,791.7
1729400,PAO-2,50.99501284,122.857143,1.012747939,5.389725714,1.60E+01,4.00E+00,1.50E+02,76,0.49,4.61,0.14,791.7
200000,water,13,48.464,107.9070346,188.4357911,2.23E+03,5.00E+01,4.50E+04,7,20,1,0.6,1000
400000,water,18.38477631,59.1102,104.5884057,226.1768964,1.77E+03,5.00E+01,4.50E+04,7,20,1,0.6,1000
600000,water,22.5166605,70.0742,97.67642738,228.7506058,1.39E+03,5.00E+01,4.50E+04,7,20,1,0.6,1000
800000,water,26,80.5614,89.44087751,225.132262,1.11E+03,5.00E+01,4.50E+04,7,20,1,0.6,1000
200000,water,13,28.2839,48.92944997,95.2418467,1.73E+03,5.00E+01,4.50E+04,7,20,1,0.6,1000
400000,water,18.38477631,34.4809,47.52192119,116.4084403,1.38E+03,5.00E+01,4.50E+04,7,20,1,0.6,1000
600000,water,22.5166605,39.2479,42.9595739,126.9465867,1.09E+03,5.00E+01,4.50E+04,7,20,1,0.6,1000
800000,water,26,44.0148,38.23702122,116.6553705,8.69E+02,5.00E+01,4.50E+04,7,20,1,0.6,1000
200000,water,13,21.4513,24.99762892,48.47401026,1.17E+03,5.00E+01,4.50E+04,7,20,1,0.6,1000
400000,water,18.38477631,24.6292,21.71389085,52.28738984,8.82E+02,5.00E+01,4.50E+04,7,20,1,0.6,1000
600000,water,22.5166605,28.125,18.92235938,54.64227938,6.73E+02,5.00E+01,4.50E+04,7,20,1,0.6,1000
800000,water,26,30.0318,15.26116971,47.82901682,5.08E+02,5.00E+01,4.50E+04,7,20,1,0.6,1000
200000,water,13,9.375,8.979609375,21.22715801,9.58E+02,5.00E+01,4.50E+04,7,20,1,0.6,1000
400000,water,18.38477631,10.6462,7.539340746,22.92340961,7.08E+02,5.00E+01,4.50E+04,7,20,1,0.6,1000
600000,water,22.5166605,11.5996,6.147068825,22.40895827,5.30E+02,5.00E+01,4.50E+04,7,20,1,0.6,1000
800000,water,26,12.3941,4.822779798,20.31155783,3.89E+02,5.00E+01,4.50E+04,7,20,1,0.6,1000
200000,water,17.2,2.15,1.935,4.353,9.00E+02,1.00E+02,8.00E+03,7,6.25,1,0.6,1000
200000,water,17.2,0.85,0.765,3.0525,9.00E+02,2.00E+02,8.00E+03,7,6.25,1,0.6,1000
200000,water,17.2,0.44,0.396,2.2485,9.00E+02,3.00E+02,8.00E+03,7,6.25,1,0.6,1000
200000,water,17.2,0.33,0.297,1.5675,9.00E+02,4.00E+02,8.00E+03,7,6.25,1,0.6,1000
500000,water,26.2,2.51,1.60389,5.309025,6.39E+02,1.00E+02,8.00E+03,7,6.25,1,0.6,1000
500000,water,26.2,0.87,0.55593,2.465475,6.39E+02,2.00E+02,8.00E+03,7,6.25,1,0.6,1000
500000,water,26.2,0.45,0.28755,1.389825,6.39E+02,3.00E+02,8.00E+03,7,6.25,1,0.6,1000
500000,water,26.2,0.33,0.21087,1.102275,6.39E+02,4.00E+02,8.00E+03,7,6.25,1,0.6,1000
1000000,water,36.1,3.55,1.55135,4.621275,4.37E+02,1.00E+02,8.00E+03,7,6.25,1,0.6,1000
1000000,water,36.1,1.23,0.53751,2.811366667,4.37E+02,2.00E+02,8.00E+03,7,6.25,1,0.6,1000
1000000,water,36.1,0.62,0.27094,2.070651667,4.37E+02,3.00E+02,8.00E+03,7,6.25,1,0.6,1000
1000000,water,36.1,0.44,0.19228,1.456666667,4.37E+02,4.00E+02,8.00E+03,7,6.25,1,0.6,1000
2000000,water,49.6,5.2,1.924,6.229566667,3.70E+02,1.00E+02,8.00E+03,7,6.25,1,0.6,1000
2000000,water,49.6,1.84,0.6808,3.025366667,3.70E+02,2.00E+02,8.00E+03,7,6.25,1,0.6,1000
2000000,water,49.6,1.03,0.3811,2.068916667,3.70E+02,3.00E+02,8.00E+03,7,6.25,1,0.6,1000
2000000,water,49.6,0.72,0.2664,1.356666667,3.70E+02,4.00E+02,8.00E+03,7,6.25,1,0.6,1000
200000,water,17.2,3.6,4.968,14.7338,1.38E+03,1.00E+02,8.00E+03,7,6.25,1,0.6,1000
200000,water,17.2,1.1,1.518,6.4952,1.38E+03,2.00E+02,8.00E+03,7,6.25,1,0.6,1000
200000,water,17.2,0.7,0.966,3.657,1.38E+03,3.00E+02,8.00E+03,7,6.25,1,0.6,1000
200000,water,17.2,0.45,0.621,2.5139,1.38E+03,4.00E+02,8.00E+03,7,6.25,1,0.6,1000
500000,water,26.2,4.72,3.68632,11.83865833,7.81E+02,1.00E+02,8.00E+03,7,6.25,1,0.6,1000
500000,water,26.2,1.71,1.33551,5.338135,7.81E+02,2.00E+02,8.00E+03,7,6.25,1,0.6,1000
500000,water,26.2,1,0.781,3.560058333,7.81E+02,3.00E+02,8.00E+03,7,6.25,1,0.6,1000
500000,water,26.2,0.61,0.47641,1.828841667,7.81E+02,4.00E+02,8.00E+03,7,6.25,1,0.6,1000
1000000,water,36.1,6.66,3.32334,9.779568333,4.99E+02,1.00E+02,8.00E+03,7,6.25,1,0.6,1000
1000000,water,36.1,2.25,1.12275,3.789073333,4.99E+02,2.00E+02,8.00E+03,7,6.25,1,0.6,1000
1000000,water,36.1,1.25,0.62375,2.493336667,4.99E+02,3.00E+02,8.00E+03,7,6.25,1,0.6,1000
1000000,water,36.1,0.91,0.45409,2.21057,4.99E+02,4.00E+02,8.00E+03,7,6.25,1,0.6,1000
2000000,water,49.6,9.6,3.84,9.748,4.00E+02,1.00E+02,8.00E+03,7,6.25,1,0.6,1000
2000000,water,49.6,3.3,1.32,5.288666667,4.00E+02,2.00E+02,8.00E+03,7,6.25,1,0.6,1000
2000000,water,49.6,2.01,0.804,4.122666667,4.00E+02,3.00E+02,8.00E+03,7,6.25,1,0.6,1000
2000000,water,49.6,1.51,0.604,3.213333333,4.00E+02,4.00E+02,8.00E+03,7,6.25,1,0.6,1000
200000,water,17.2,5.79,9.9588,29.91366667,1.72E+03,1.00E+02,8.00E+03,7,6.25,1,0.6,1000
200000,water,17.2,2.15,3.698,12.98026667,1.72E+03,2.00E+02,8.00E+03,7,6.25,1,0.6,1000
200000,water,17.2,1.24,2.1328,5.936866667,1.72E+03,3.00E+02,8.00E+03,7,6.25,1,0.6,1000
200000,water,17.2,0.82,1.4104,3.124666667,1.72E+03,4.00E+02,8.00E+03,7,6.25,1,0.6,1000
500000,water,26.2,7.96,8.1192,19.142,1.02E+03,1.00E+02,8.00E+03,7,6.25,1,0.6,1000
500000,water,26.2,2.89,2.9478,11.1826,1.02E+03,2.00E+02,8.00E+03,7,6.25,1,0.6,1000
500000,water,26.2,1.57,1.6014,6.46,1.02E+03,3.00E+02,8.00E+03,7,6.25,1,0.6,1000
500000,water,26.2,1,1.02,4.08,1.02E+03,4.00E+02,8.00E+03,7,6.25,1,0.6,1000
1000000,water,36.1,10.66,6.58788,12.88118,6.18E+02,1.00E+02,8.00E+03,7,6.25,1,0.6,1000
1000000,water,36.1,3.43,2.11974,7.54681,6.18E+02,2.00E+02,8.00E+03,7,6.25,1,0.6,1000
1000000,water,36.1,1.86,1.14948,6.11099,6.18E+02,3.00E+02,8.00E+03,7,6.25,1,0.6,1000
1000000,water,36.1,1.23,0.76014,3.93769,6.18E+02,4.00E+02,8.00E+03,7,6.25,1,0.6,1000
2000000,water,49.6,16.53,8.5956,17.75193333,5.20E+02,1.00E+02,8.00E+03,7,6.25,1,0.6,1000
2000000,water,49.6,5.22,2.7144,9.002933333,5.20E+02,2.00E+02,8.00E+03,7,6.25,1,0.6,1000
